src,irsstub,incrange,variable,value,table_description,column_description
18in14ar.xls,19,"$10,000,000 or more",BB,12865,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BC,852362886,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BC,6359449,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BC,278650,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BC,488132,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BC,1121829,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BC,1331827,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BC,1503612,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BC,1696787,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BC,3829421,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BC,4211505,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BC,15160384,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BC,16720664,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BC,72319782,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BC,161701601,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BC,134130857,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BC,73845305,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BC,46812739,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BC,121549788,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BC,63143757,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BC,126156796,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BD,2798970,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BD,289448,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BD,53098,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BD,55892,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BD,71546,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BD,46219,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BD,60622,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BD,66635,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BD,121933,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BD,112159,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BD,332915,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BD,272505,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BD,666216,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BD,433580,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BD,122333,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BD,34881,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BD,16104,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BD,27498,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BD,8513,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BD,6876,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BE,169046595,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BE,57607916,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BE,768500,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BE,1044772,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BE,674487,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BE,794625,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BE,1227560,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BE,930171,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BE,1654522,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BE,1935837,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BE,4510498,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BE,4259549,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BE,11582795,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BE,13462844,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BE,10061495,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BE,4918216,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BE,3633799,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BE,9853059,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BE,7042786,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BE,33083165,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BF,611512,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BF,23004,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BF,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BF,7334,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BF,26099,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BF,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BF,15760,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BF,8955,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BF,21891,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BF,25193,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BF,49292,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BF,64350,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BF,166081,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BF,134659,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BF,36576,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BF,11269,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BF,5548,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BF,9855,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BF,3167,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BF,2479,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BG,34970717,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BG,474637,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BG,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BG,37417,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BG,193536,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BG,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BG,127817,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BG,104067,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BG,207031,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BG,244803,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BG,624874,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BG,981201,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BG,3867251,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BG,5959383,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BG,3952779,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BG,2233181,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BG,1469555,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BG,4526072,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BG,2626758,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BG,7340354,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BH,47005,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BH,4191,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BH,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BH,217,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BH,2228,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BH,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BH,1000,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BH,1039,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BH,2045,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BH,2320,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BH,3075,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BH,3616,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BH,8736,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BH,8859,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BH,3015,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BH,1505,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BH,993,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BH,2095,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BH,923,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BH,1147,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BI,4416383,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BI,1199097,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BI,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BI,4197,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BI,43135,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BI,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BI,1065,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BI,2861,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BI,8481,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BI,62906,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BI,31069,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BI,19849,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BI,116767,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BI,216140,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BI,189596,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BI,125224,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BI,147116,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BI,423883,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BI,269407,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BI,1555589,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BJ,449332,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BJ,37762,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BJ,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BJ,26461,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BJ,31458,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BJ,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BJ,15241,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BJ,12442,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BJ,31898,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BJ,30350,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BJ,68933,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BJ,44687,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BJ,99577,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BJ,39478,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,14,"$500,000 under $1,000,000",BJ,7141,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,15,"$1,000,000 under $1,500,000",BJ,1607,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,16,"$1,500,000 under $2,000,000",BJ,751,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,17,"$2,000,000 under $5,000,000",BJ,1080,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,18,"$5,000,000 under $10,000,000",BJ,261,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,19,"$10,000,000 or more",BJ,204,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,0,"All returns, total",BK,10814303,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,1,No adjusted gross income,BK,466798,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,2,"$1 under $5,000",BK,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,3,"$5,000 under $10,000",BK,132813,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,4,"$10,000 under $15,000",BK,279305,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,5,"$15,000 under $20,000",BK,0,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,6,"$20,000 under $25,000",BK,143133,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,7,"$25,000 under $30,000",BK,166601,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,8,"$30,000 under $40,000",BK,456590,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,9,"$40,000 under $50,000",BK,531617,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,10,"$50,000 under $75,000",BK,1186837,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,11,"$75,000 under $100,000",BK,1077969,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,12,"$100,000 under $200,000",BK,2866072,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
18in14ar.xls,13,"$200,000 under $500,000",BK,2242246,"Table 1.4.  All Returns: Sources of Income, Adjustments, and Tax Items, by Size of Adjusted Gross Income",
